pelagios_temp_id;maphist_label;recogito_mapping;recogito_gazetteer_label;lat;lng;recogito_status;modified_by;modified_at;
2193-1114;cosir;;;;;NO_SUITABLE_MATCH;pau;2015-02-12T19:57:05+0100;
2194-1114;violeta;;;;;NO_SUITABLE_MATCH;pau;2015-02-12T19:57:11+0100;
2195-1114;carcori;;;;;NO_SUITABLE_MATCH;pau;2015-02-12T20:06:06+0100;
2196-1115;scraticia / soto tizia;;;;;NO_SUITABLE_MATCH;pau;2015-02-12T20:06:11+0100;
2197-1115;icera;;;;;NO_SUITABLE_MATCH;pau;2015-02-12T20:06:17+0100;
2198-1115;comania;;;;;NO_SUITABLE_MATCH;pau;2015-02-12T20:06:32+0100;
2199-1117;mauro mero;;;;;NO_SUITABLE_MATCH;pau;2015-02-12T20:06:37+0100;
2200-1117;corfar;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T10:39:33+0100;
2201-1117;nida;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T10:39:39+0100;
2202-1120;f.londina;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T10:39:49+0100;
2203-1121;grotto de tono;http://pleiades.stoa.org/places/228775;;46.5;31.5;VERIFIED;pau;2015-02-13T10:40:19+0100;
2204-1121;cania / coma;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T10:45:07+0100;
2205-1121;nasit;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T10:45:12+0100;
2206-1122;nepe f. / nepar;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T10:45:17+0100;
2207-1125;f.boristene / bonstane;http://www.wikidata.org/wiki/Q40855;DNIEPR;46.5257;32.252;VERIFIED;pau;2015-02-13T10:45:31+0100;
2208-1126;f.lusen;http://www.wikidata.org/wiki/Q40855;DNIEPR;46.5257;32.252;VERIFIED;pau;2015-02-13T10:45:39+0100;
2209-1129;megatico;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T10:47:36+0100;
2210-1130;y. di colombi;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T10:47:46+0100;
2211-1131;corcebano;http://www.wikidata.org/wiki/Q2662500;贾雷尔加奇岛;46.0264;32.9431;VERIFIED;pau;2015-02-13T10:48:21+0100;
2212-1131;curuluza / cutulunza;http://www.wikidata.org/wiki/Q2662500;贾雷尔加奇岛;46.0264;32.9431;VERIFIED;pau;2015-02-13T10:48:35+0100;
2213-1131;insula rosa / jarosa;http://www.wikidata.org/wiki/Q2662500;贾雷尔加奇岛;46.0264;32.9431;VERIFIED;pau;2015-02-13T10:48:51+0100;
2214-1131;caroroca;http://www.wikidata.org/wiki/Q2662500;贾雷尔加奇岛;46.0264;32.9431;VERIFIED;pau;2015-02-13T10:49:02+0100;
2215-1134;gatzaria;http://www.wikidata.org/wiki/Q1146562;KHAZÀRIA;45.0333;35.3667;VERIFIED;pau;2015-02-13T10:49:26+0100;
2216-1137;saline;http://www.wikidata.org/wiki/Q2010759;КАЛАНЧАК;46.255;33.2906;VERIFIED;pau;2015-02-13T10:49:38+0100;
2217-1137;ocellis;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T10:51:11+0100;
2218-1140;callo limena;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T10:51:33+0100;
2219-1140;cerania;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T10:51:52+0100;
2220-1140;sig[oru]ari;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T10:51:55+0100;
2221-1141;casit / casir?;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T10:52:17+0100;
2222-1142;rosocam;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:23:59+0100;
2223-1142;follitico;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:24:10+0100;
2224-1143;lefeti / rosetti;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:24:26+0100;
2225-1143;gerzonda;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:24:36+0100;
2226-1144;p.de saramia;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:24:43+0100;
2227-1144;palo mis;http://www.wikidata.org/wiki/Q280796;KALMIUS;47.0862;37.5755;VERIFIED;pau;2015-02-13T11:24:57+0100;
2228-1145;fanar;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:25:05+0100;
2229-1146;gereronde;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:25:19+0100;
2230-1149;c.dalila / alle;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:25:44+0100;
2231-1150;capo s. giorgi;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:25:48+0100;
2232-1151;cacoiane / cacogari;http://www.wikidata.org/wiki/Q4463500;TROITSKI;45.1432;38.1344;VERIFIED;pau;2015-02-13T11:26:02+0100;
2233-1152;lolita / jalita;http://www.wikidata.org/wiki/Q128499;JALTA;44.4994;34.1553;VERIFIED;pau;2015-02-13T11:26:20+0100;
2234-1152;sco tim;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:26:23+0100;
2235-1153;gorçui;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:26:38+0100;
2236-1153;gnaluti;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:27:02+0100;
2237-1155;lustra;http://www.wikidata.org/wiki/Q46001;LUSTA;44.6672;34.3978;VERIFIED;pau;2015-02-13T11:32:16+0100;
2238-1158;sco nicolla;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:36:49+0100;
2239-1158;p.solcati;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:36:51+0100;
2240-1161;palormo;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:42:00+0100;
2241-1163;coce;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:42:55+0100;
2242-1164;xinue;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:43:27+0100;
2243-1167;aspromiti;http://pleiades.stoa.org/places/856224;53;45.25;36.25;VERIFIED;pau;2015-02-13T11:43:44+0100;
2244-1169;pondico(pera);http://www.wikidata.org/wiki/Q906661;PANTICAPEA;45.3508;36.4686;VERIFIED;pau;2015-02-13T11:44:06+0100;
2245-1170;zucolay;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:44:56+0100;
2246-1170;erez / crem(?);;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:47:34+0100;
2247-1171;seche;http://www.wikidata.org/wiki/Q2355870;占科伊区;45.7086;34.3933;VERIFIED;pau;2015-02-13T11:47:59+0100;
2248-1171;forgati;http://www.wikidata.org/wiki/Q2355870;占科伊区;45.7086;34.3933;VERIFIED;pau;2015-02-13T11:48:09+0100;
2249-1171;gazaria;http://www.wikidata.org/wiki/Q1146562;KHAZÀRIA;45.0333;35.3667;VERIFIED;pau;2015-02-13T11:48:23+0100;
2250-1171;gorgiti;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:48:35+0100;
2251-1171;[l]agotia;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:48:37+0100;
2252-1174;c.basso;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:49:00+0100;
2253-1174;laplana;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:49:10+0100;
2254-1176;s.zorzo;http://www.wikidata.org/wiki/Q4166460;ДОНУЗЛАВ;45.3333;33;VERIFIED;pau;2015-02-13T11:49:28+0100;
2255-1177;lena de gospori;http://www.wikidata.org/wiki/Q3014193;ФЕДОТОВКА;44.6753;37.7111;VERIFIED;pau;2015-02-13T11:49:53+0100;
2256-1177;sco marta;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:50:14+0100;
2257-1178;ponazi;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:50:20+0100;
2258-1178;tario;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:51:21+0100;
2259-1183;pasgue / passin;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:51:47+0100;
2260-1184;nixarj;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:51:58+0100;
2261-1185;f.merso;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:52:09+0100;
2262-1186;bogancim / bogoman / boxerizin;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:52:30+0100;
2263-1189;magromisi;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:53:24+0100;
2264-1189;sorola;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T11:53:39+0100;
2265-1190;tanay fl.;http://www.wikidata.org/wiki/Q4166377;DON;47.12;30.9167;VERIFIED;pau;2015-02-13T12:02:48+0100;
2266-1191;casal / casar di rossi;http://www.wikidata.org/wiki/Q850072;OČAKOV;46.6186;31.5392;VERIFIED;pau;2015-02-13T12:03:45+0100;
2267-1195;tarmagno;http://www.wikidata.org/wiki/Q1968591;DOLZHANSKAYA;46.6333;37.8;VERIFIED;pau;2015-02-13T12:03:53+0100;
2268-1196;tarparuo;http://www.wikidata.org/wiki/Q1984555;DOLGAYA SPIT;46.6597;37.7667;VERIFIED;pau;2015-02-13T12:04:10+0100;
2269-1196;matico;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:36:37+0100;
2270-1197;pexeria;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:36:46+0100;
2271-1198;bagtari;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:36:50+0100;
2272-1200;fimen;http://www.wikidata.org/wiki/Q82308;KUBAN;45.3333;37.4;VERIFIED;pau;2015-02-13T12:37:53+0100;
2273-1202;camista;http://www.wikidata.org/wiki/Q82308;KUBAN;45.3333;37.4;VERIFIED;pau;2015-02-13T12:37:41+0100;
2274-1202;balla;http://www.wikidata.org/wiki/Q82308;KUBAN;45.3333;37.4;VERIFIED;pau;2015-02-13T12:38:09+0100;
2275-1205;ciutari;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:38:22+0100;
2276-1206;ponta copera;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:38:37+0100;
2277-1208;calomica / calolimen;http://www.wikidata.org/wiki/Q944037;TSEMESSI LAHT;44.6833;37.8333;VERIFIED;pau;2015-02-13T12:39:08+0100;
2278-1208;quisa;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:39:25+0100;
2279-1210;coveca / corso / caro;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:39:34+0100;
2280-1212;f.landina / londia;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:39:35+0100;
2281-1212;casine;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:39:43+0100;
2282-1215;caquia / zechia / cichia;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:40:12+0100;
2283-1215;cosit;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:40:56+0100;
2284-1218;costo / gusto / goto;http://www.wikidata.org/wiki/Q4500275;KHOSTA;43.5115;39.8681;VERIFIED;pau;2015-02-13T12:41:14+0100;
2285-1218;capo de saruuse;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:41:17+0100;
2286-1220;layaso / aico / teiaso;http://www.wikidata.org/wiki/Q39420;AÉRPORT INTERNATIONAL DE ADLER-SOTCHI;43.5853;39.7203;VERIFIED;pau;2015-02-13T12:41:35+0100;
2287-1220;vucassior;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:41:46+0100;
2288-1222;sancto sofia;http://www.wikidata.org/wiki/Q4262671;ADLER CITY DISTRICT;43.4336;39.9161;VERIFIED;pau;2015-02-13T12:42:11+0100;
2289-1222;capo santangelo de posa deo;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:42:20+0100;
2290-1224;capo de auaro;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:42:37+0100;
2291-1225;castel auacusus;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:42:56+0100;
2292-1225;puncta acra;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:43:02+0100;
2293-1229;p.negrello / minguelo;http://www.wikidata.org/wiki/Q19084;SAMARGALA;42.575;41.6778;VERIFIED;pau;2015-02-13T12:43:17+0100;
2294-1229;p.malfitan;http://pleiades.stoa.org/places/857093;Chrysorrhoas? fl.;43.5;41.5;VERIFIED;pau;2015-02-13T12:43:40+0100;
2295-1230;ciaba / licabo;http://www.wikidata.org/wiki/Q3951176;DRANDA;42.8717;41.1533;VERIFIED;pau;2015-02-13T12:44:01+0100;
2296-1230;capo de ralia;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:44:06+0100;
2297-1230;torre;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:55:16+0100;
2298-1231;gota;http://www.wikidata.org/wiki/Q1048890;RÍO KODOR;42.8206;41.1319;VERIFIED;pau;2015-02-13T12:55:26+0100;
2299-1232;tamasa;http://www.wikidata.org/wiki/Q4451003;TAMYSH;42.7852;41.349;VERIFIED;pau;2015-02-13T12:55:45+0100;
2300-1234;negoponte / negapomo;http://www.wikidata.org/wiki/Q504388;INGURI;42.3908;41.5592;VERIFIED;pau;2015-02-13T12:55:51+0100;
2301-1236;ya de chochi;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:55:54+0100;
2302-1238;arcussi;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:55:56+0100;
2303-1238;carcasia;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:56:13+0100;
2304-1238;auogaxia;http://www.wikidata.org/wiki/Q4500275;KHOSTA;43.5115;39.8681;VERIFIED;pau;2015-02-13T12:56:23+0100;
2305-1239;paliostoma;http://www.wikidata.org/wiki/Q1906201;帕利亞斯托米湖;42.125;41.7278;VERIFIED;pau;2015-02-13T12:57:13+0100;
2306-1240;paliocasto;http://www.wikidata.org/wiki/Q1906201;帕利亞斯托米湖;42.125;41.7278;VERIFIED;pau;2015-02-13T12:57:22+0100;
2307-1240;lonna;http://www.wikidata.org/wiki/Q25475;BATUMI;41.6458;41.6417;VERIFIED;pau;2015-02-13T12:57:32+0100;
2308-1241;san zorzo / grigor;http://www.wikidata.org/wiki/Q328975;KOBULETI;41.8206;41.7753;VERIFIED;pau;2015-02-13T12:57:44+0100;
2309-1241;cubica;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:57:46+0100;
2310-1241;caricunde;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:57:48+0100;
2311-1241;lofni;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:57:50+0100;
2312-1241;lecandrus;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:57:55+0100;
2313-1241;louo;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:57:59+0100;
2314-1241;sco nicola;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:58:01+0100;
2315-1243;gamea / gonea;http://www.wikidata.org/wiki/Q944813;FESTUNG GONIO;41.5731;41.5736;VERIFIED;pau;2015-02-13T12:58:08+0100;
2316-1243;capo uoleso;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:58:11+0100;
2317-1243;capo cupetro;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:58:12+0100;
2318-1246;sentina;http://www.wikidata.org/wiki/Q1920516;PAZAR;41.1667;40.8833;VERIFIED;pau;2015-02-13T12:58:22+0100;
2319-1246;capo nauati;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:58:23+0100;
2320-1246;laxia;http://www.wikidata.org/wiki/Q2248873;ÇAYELI;40.75;41.0667;VERIFIED;pau;2015-02-13T12:58:31+0100;
2321-1249;crio;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:58:36+0100;
2322-1250;stillo;http://pleiades.stoa.org/places/857258;Ophis fl.;40.5;40.5;VERIFIED;pau;2015-02-13T12:58:46+0100;
2323-1250;capo s.lorentio;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:58:50+0100;
2324-1252;flonda;http://www.wikidata.org/wiki/Q764830;ARAKLI;40.9333;40.05;VERIFIED;pau;2015-02-13T12:59:01+0100;
2325-1252;(l)eocastro;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:59:04+0100;
2326-1253;maidano;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:59:12+0100;
2327-1255;sgordili;http://pleiades.stoa.org/places/857199;Kordyle;41.0816;39.4967;VERIFIED;pau;2015-02-13T12:59:31+0100;
2328-1258;s.vigeni;http://www.wikidata.org/wiki/Q2901008;EYNESIL;41.05;39.1333;VERIFIED;pau;2015-02-13T12:59:40+0100;
2329-1265;votia;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:59:48+0100;
2330-1268;sesin / sechin;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T12:59:56+0100;
2331-1269;san tomao;http://www.wikidata.org/wiki/Q184539;ORDU;40.9833;37.8833;VERIFIED;pau;2015-02-13T13:00:08+0100;
2332-1270;diasona;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:00:19+0100;
2333-1273;crios;http://pleiades.stoa.org/places/857281;Pida;40.7199;36.4401;VERIFIED;pau;2015-02-13T13:00:31+0100;
2334-1275;c.de gorgoçim;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:00:33+0100;
2335-1276;lirio;http://www.wikidata.org/wiki/Q1145293;RIO YESILIRMAK;41.3816;36.6603;VERIFIED;pau;2015-02-13T13:01:32+0100;
2336-1277;g.de cimisso;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:01:34+0100;
2337-1277;sta anna;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:01:50+0100;
2338-1278;platagona;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:02:10+0100;
2339-1278;cauo monia;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:02:13+0100;
2340-1283;g.de sinopi;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:02:16+0100;
2341-1284;cauo zarabin;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:02:24+0100;
2342-1286;roseti;http://pleiades.stoa.org/places/845004;Lepte/Syrias Pr.;42.5;34.5;VERIFIED;pau;2015-02-13T13:02:40+0100;
2343-1288;mons qu[ ]any ?;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:02:42+0100;
2344-1291;musi[ ]ay;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:02:45+0100;
2345-1292;[DO]CASTELLE;http://www.wikidata.org/wiki/Q2670870;CIDE;41.8911;33.0389;VERIFIED;pau;2015-02-13T13:02:57+0100;
2346-1292;cithero caput;http://pleiades.stoa.org/places/844997;Kytoros;41.8619;32.8978;VERIFIED;pau;2015-02-13T13:03:12+0100;
2347-1293;groma;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:03:23+0100;
2348-1294;comano;http://www.wikidata.org/wiki/Q10777214;KARAMAN;41.8219;33.6553;VERIFIED;pau;2015-02-13T13:03:33+0100;
2349-1296;boscam / bosaro / buscany / moscugni;http://pleiades.stoa.org/places/844918;Eryth(r)inoi;41.7795;32.4841;VERIFIED;pau;2015-02-13T13:03:43+0100;
2350-1298;laguia;http://pleiades.stoa.org/places/844927;Garios;41.9888;33.569;VERIFIED;pau;2015-02-13T13:04:10+0100;
2351-1298;capo noso;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:04:13+0100;
2352-1299;g.de ladiri;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:04:14+0100;
2353-1301;c.spinga;http://www.wikidata.org/wiki/Q177298;ERDEK;40.3986;27.7931;VERIFIED;pau;2015-02-13T13:04:32+0100;
2354-1302;capo s.johe;http://www.wikidata.org/wiki/Q3233266;;41.4833;31.8333;VERIFIED;pau;2015-02-13T13:04:46+0100;
2355-1302;c.san zorzi;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:04:48+0100;
2356-1302;quisino;http://pleiades.stoa.org/places/845030;Oxinas;41.4071;31.6747;VERIFIED;pau;2015-02-13T13:05:07+0100;
2357-1303;molline;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:24:11+0100;
2358-1304;manora / mauera;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:07:59+0100;
2359-1305;aquia;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:08:08+0100;
2360-1306;sco todaro;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:08:11+0100;
2361-1307;viopoli;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:08:19+0100;
2362-1307;cortor / corit;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:08:29+0100;
2363-1308;sco iacomo;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:08:31+0100;
2364-1308;fuce de calida;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:08:34+0100;
2365-1309;p.nasia;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:08:45+0100;
2366-1309;sco filli[p]on;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:08:47+0100;
2367-1311;aqua;http://www.wikidata.org/wiki/Q1155453;HARMANKÖY;40.1333;30.4167;VERIFIED;pau;2015-02-13T13:08:58+0100;
2368-1311;monopoli;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:09:11+0100;
2369-1318;ioia;http://pleiades.stoa.org/places/521035;Hieron (Chalkedonion)/Zeus Ourios;;;VERIFIED;;pau;2015-02-13T13:09:51+0100
2370-1318;ostanum;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:09:51+0100;
2371-1319;calcedonia civ;http://www.wikidata.org/wiki/Q932886;KADIKOY;41.1167;29.9;VERIFIED;pau;2015-02-13T13:10:01+0100;
2372-1320;lerta;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:10:02+0100;
2373-1323;verliqui / vechia / verlia;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:10:18+0100;
2374-1324;prouar;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:10:20+0100;
2375-1325;[NI]COMIDIA;http://www.wikidata.org/wiki/Q209349;НИКОМИДИЯ;40.7667;29.9167;VERIFIED;pau;2015-02-13T13:10:34+0100;
2376-1326;[p.] cristo;http://www.wikidata.org/wiki/Q27162;ГЁЛЬДЖУК;40.6667;29.8333;VERIFIED;pau;2015-02-13T13:10:44+0100;
2377-1326;principo;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:10:46+0100;
2378-1326;[ ]areasanto ?;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:10:48+0100;
2379-1327;neangome / niganos;http://www.wikidata.org/wiki/Q209349;НИКОМИДИЯ;40.7667;29.9167;VERIFIED;pau;2015-02-13T13:10:58+0100;
2380-1328;capo quenoto / quio;http://www.wikidata.org/wiki/Q753752;PRUSA;40.4317;29.1561;VERIFIED;pau;2015-02-13T13:11:06+0100;
2381-1328;charicha;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:11:13+0100;
2382-1328;comerto;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:11:15+0100;
2383-1328;trachilo;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:11:19+0100;
2384-1328;alag...;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:11:20+0100;
2385-1329;p.mapa;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:11:22+0100;
2386-1330;pagonare;http://www.wikidata.org/wiki/Q989883;PRINKIPO;40.8578;29.12;VERIFIED;pau;2015-02-13T13:11:38+0100;
2387-1331;pigrano;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:11:45+0100;
2388-1331;traquia;http://www.wikidata.org/wiki/Q3567363;ZEYTINBAĞI;40.3833;28.8;VERIFIED;pau;2015-02-13T13:11:55+0100;
2389-1331;lali;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:13:55+0100;
2390-1332;landez / londar / talolandar;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:14:14+0100;
2391-1332;zaru;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:14:22+0100;
2392-1332;muranie;http://www.wikidata.org/wiki/Q856171;MUDANYA;40.3764;28.8833;VERIFIED;pau;2015-02-13T13:14:37+0100;
2393-1333;calamata;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:14:49+0100;
2394-1338;[la]montanea;http://www.wikidata.org/wiki/Q856171;MUDANYA;40.3764;28.8833;VERIFIED;pau;2015-02-13T13:14:59+0100;
2395-1338;chaxale di capeleti;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:15:09+0100;
2396-1340;calomino;http://www.wikidata.org/wiki/Q343902;IMRALI;40.5;28.5333;VERIFIED;pau;2015-02-13T13:15:24+0100;
2397-1342;i.marmora;http://www.wikidata.org/wiki/Q2112576;MARMARA-MARMOR;40.6402;27.6323;VERIFIED;pau;2015-02-13T13:15:41+0100;
2398-1342;nichia;http://www.wikidata.org/wiki/Q192369;İZNIKI JÄRV;40.4436;29.5083;VERIFIED;pau;2015-02-13T13:17:01+0100;
2399-1343;ponta rodia;http://www.wikidata.org/wiki/Q3780284;CAP DE L'ARTAQUI;40.4595;27.8517;VERIFIED;pau;2015-02-13T13:17:17+0100;
2400-1343;braço;http://www.wikidata.org/wiki/Q3780284;CAP DE L'ARTAQUI;40.4595;27.8517;VERIFIED;pau;2015-02-13T13:17:28+0100;
2401-1344;s()agarmi?;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:17:28+0100;
2402-1345;tepadi;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:17:36+0100;
2403-1345;leoray;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:17:57+0100;
2404-1345;s.sufie;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:18:04+0100;
2405-1346;c.de chixico;http://www.wikidata.org/wiki/Q615449;ZIZIKO;40.3998;27.7999;VERIFIED;pau;2015-02-13T13:18:20+0100;
2406-1347;cunilliere;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:18:30+0100;
2407-1347;paleo;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:19:04+0100;
2408-1348;g.de spiga;http://www.wikidata.org/wiki/Q177298;ERDEK;40.3986;27.7931;VERIFIED;pau;2015-02-13T13:19:18+0100;
2409-1350;sigrini;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:19:20+0100;
2410-1350;s.cabui?;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:19:26+0100;
2411-1351;camarre;http://www.imperium.ahlfeldt.se/places/24846;Kemer Theatre - Parium;40.4192;27.0806;VERIFIED;pau;2015-02-13T13:20:00+0100;
2412-1352;festo;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:20:11+0100;
2413-1353;lampsico / aspico;http://www.wikidata.org/wiki/Q1026657;LAPSEKI;40.3439;26.6836;VERIFIED;pau;2015-02-13T13:20:21+0100;
2414-1354;paradixo;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:20:28+0100;
2415-1354;oxaro portus;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:20:42+0100;
2416-1355;cuse;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:20:44+0100;
2417-1355;lexino;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:20:52+0100;
2418-1356;castelli;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:21:01+0100;
2419-1356;troia/trogia;http://www.wikidata.org/wiki/Q22647;ТРОЯ;39.9575;26.2389;VERIFIED;pau;2015-02-13T13:21:33+0100;
2420-1356;averso;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:22:27+0100;
2421-1357;EUEO / aneo (irregular later);;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:24:25+0100;
2422-1357;vituperio;;;;;NO_SUITABLE_MATCH;pau;2015-02-13T13:24:36+0100;
